student_id,student_name,student_sex,student_dob,Course_Title,course_id,billing_amount,admission_type,date_of_enrollment,test_results
2682,Phillip Rivera,Female,2001-07-03,Statistics for Genomic Data Science,2682,7060.34079909825,financial_aid,2023-09-26,Ongoing
2683,Sabrina Williams,Female,1991-07-23,Command Line Tools for Genomic Data Science,2683,5958.39967482667,financial_aid,2022-03-14,Unplaced
2684,Todd Phillips,Female,1953-06-04,Data Science Fundamentals for Data Analysts,2684,26235.6279056415,financial_aid,2020-10-23,Placed
2685,Jennifer Graham,Female,1981-05-05,Integral Calculus and Numerical Analysis for Data Science,2685,15019.5541811983,regular,2022-01-22,Placed
2686,Sergio Wilson,Male,1975-08-22,Big Data Science with the BD2K-LINCS Data Coordination and Integration Center,2686,21708.3367903966,financial_aid,2019-04-12,Unplaced
2687,Michelle Webb,Male,1930-05-29,Making Data Science Work for Clinical Reporting,2687,9746.56705241193,financial_aid,2022-11-13,Unplaced
2688,Rachel Mcmillan,Male,1966-09-04,Prepare for DP-100: Data Science on Microsoft Azure Exam,2688,48205.9518132827,regular,2021-10-08,Placed
2689,Corey Mcguire,Female,1985-11-29,Introduction to Data Science and scikit-learn in Python,2689,31329.8552770689,financial_aid,2022-12-27,Unplaced
2690,Tracy Sanford,Male,1992-10-15,"Intro to Analytic Thinking, Data Science, and Data Mining",2690,47936.2800005293,regular,2021-08-04,Unplaced
2691,Timothy Rose,Male,1994-05-10,Advanced Linear Models for Data Science 1: Least Squares,2691,19260.661779309,regular,2023-10-15,Unplaced
2692,James Delacruz,Female,2002-02-14,Data Science Capstone,2692,47777.3761609721,financial_aid,2022-07-10,Ongoing
2693,Steven Petersen,Male,1943-05-28,Cybersecurity for Data Science,2693,28971.3417910937,financial_aid,2020-12-02,Placed
2694,Laura Valdez,Male,1989-04-25,Ethical Issues in Data Science,2694,26390.5258061426,regular,2019-10-17,Ongoing
2695,Kimberly Boone,Female,1977-08-18,Genomic Data Science and Clustering (Bioinformatics V),2695,3907.40858210869,regular,2022-04-02,Ongoing
2696,Robin Bishop,Female,1960-03-07,Data Science Project: MATLAB for the Real World,2696,45860.2366883881,financial_aid,2022-05-01,Placed
2697,Haley Baker,Female,1959-04-18,Advanced Linear Models for Data Science 2: Statistical Linear Models,2697,36706.4980655526,financial_aid,2019-12-14,Unplaced
2698,Antonio Mitchell,Male,1956-08-07,Address Business Issues with Data Science ,2698,42697.1499489647,regular,2022-09-26,Unplaced
2699,Elizabeth Mercado,Female,1982-06-26,Executive Data Science Capstone,2699,40329.8233181381,financial_aid,2020-02-23,Placed
2700,Troy Parker,Female,1985-01-21,Finalize a Data Science Project,2700,19474.3785792171,financial_aid,2021-11-07,Unplaced
2701,Nancy Smith DDS,Male,1974-04-03,Use Tableau for your Data Science Workflow,2701,41513.4961093784,regular,2022-06-16,Placed
2702,Taylor Moore,Male,1987-05-22,Python per la Data Science,2702,13969.259804359,financial_aid,2019-06-09,Placed
2703,Robert Webb,Male,1945-10-31,Data science perspectives on pandemic management,2703,45186.2994920707,financial_aid,2019-11-18,Ongoing
2704,James Moses,Male,1991-12-28,Communicating Data Science Results,2704,41920.6950032889,financial_aid,2022-10-13,Unplaced
2705,David Estes,Male,2001-09-02,Capstone: Data Science Problem in Linear Algebra Framework,2705,8839.55713902179,financial_aid,2019-06-07,Unplaced
2706,Glenn Weber,Male,1981-06-14,Data Science at Scale - Capstone Project,2706,45789.5706959931,regular,2018-11-21,Unplaced
2707,Julie Velasquez,Male,1975-10-16,Marketing e Data Science Specialization,2707,23437.7079818054,regular,2023-02-17,Ongoing
2708,Andrew Smith,Male,1937-09-18,Google IT Support Professional Certificate,2708,30037.1919371671,financial_aid,2022-12-22,Ongoing
2709,Angela Carey,Female,1971-05-02,IBM DevOps and Software Engineering Professional Certificate,2709,20629.109799308,financial_aid,2020-01-06,Placed
2710,Kristi King DVM,Male,1981-09-10,IBM & Darden Digital Strategy Specialization,2710,16590.4392728032,financial_aid,2022-05-20,Unplaced
2711,Isabella Rose,Female,1991-03-08,IBM AI Foundations for Business Specialization,2711,32071.679377368,regular,2020-06-10,Ongoing
2712,Deborah Goodman,Male,1944-07-05,IBM Back-End Development Professional Certificate,2712,11013.2092209943,financial_aid,2022-06-22,Ongoing
2713,Thomas Decker,Female,1957-02-25,Applied Software Engineering Fundamentals Specialization,2713,16924.1279133486,financial_aid,2019-03-18,Ongoing
2714,Nicole Garcia,Male,1995-08-06,AI Foundations for Everyone Specialization,2714,14742.9260426289,regular,2023-07-13,Ongoing
2715,Travis Hamilton,Male,1979-06-26,Prompt Engineering Specialization,2715,11245.8485321584,regular,2019-05-31,Ongoing
2716,Austin Benjamin,Female,1938-12-12,Cloud Application Development Foundations Specialization,2716,34128.9287758898,financial_aid,2021-10-03,Ongoing
2717,Cory Heath,Female,1942-01-24,"DevOps, Cloud, and Agile Foundations Specialization",2717,5018.83106140954,regular,2019-06-18,Ongoing
2718,Javier Gray,Male,1998-01-01,Meta Front-End Developer Professional Certificate,2718,2241.95175116359,financial_aid,2019-09-26,Ongoing
2719,Andrea Neal,Male,1978-10-22, IBM and ISC2 Cybersecurity Specialist Professional Certificate,2719,6371.92072826204,financial_aid,2022-03-13,Placed
2720,Stacy Farmer,Male,1998-05-25,Generative AI with Large Language Models,2720,40145.2400013838,financial_aid,2019-12-15,Placed
2721,Tracy Davidson,Female,1958-06-05,Foundations of Project Management,2721,39839.6386076567,financial_aid,2019-05-14,Unplaced
2722,Jenny Harris,Male,1942-02-24,Information Technology (IT) and Cloud Fundamentals Specialization,2722,42673.7081871377,regular,2023-08-09,Ongoing
2723,Patricia Brown,Male,1944-11-18,IBM IT Project Manager Professional Certificate,2723,10830.1421052529,regular,2023-03-13,Ongoing
2724,Brandon Delgado,Male,1997-12-14,IBM Data Warehouse Engineer Professional Certificate,2724,21320.1172585211,regular,2019-02-12,Placed
2725,Ashley Solis,Male,1941-03-31,"BI Foundations with SQL, ETL and Data Warehousing Specialization",2725,29603.0597071984,regular,2022-01-20,Ongoing
2726,Rebecca Anderson,Male,1931-07-15,Foundations of Cybersecurity,2726,22130.2234790359,regular,2021-04-20,Placed
2727,Dr. Stacy Gibson PhD,Male,1963-10-04,IBM Full-Stack JavaScript Developer Professional Certificate,2727,20064.5095421071,financial_aid,2022-06-24,Unplaced
2728,William Austin,Male,1998-11-29,AI in Healthcare Specialization,2728,7156.41579282848,financial_aid,2019-07-07,Unplaced
2729,Damon Brady,Male,1990-01-18,Generative AI for Everyone,2729,5157.15398660283,regular,2022-10-06,Ongoing
2730,Bethany Hicks,Female,1935-01-01,Generative AI Fundamentals Specialization,2730,5438.36658002116,regular,2021-03-31,Unplaced
2731,Daniel Obrien,Female,1961-04-09,IBM IT Scrum Master Professional Certificate,2731,43897.6513106676,financial_aid,2020-06-26,Unplaced
2732,Angela Stephens,Male,1963-08-01,IBM Front-End Developer Professional Certificate,2732,14013.7442750753,financial_aid,2021-08-17,Unplaced
2733,Martha Singleton,Female,1950-11-21,IBM Applied DevOps Engineering Professional Certificate,2733,16362.1760064345,financial_aid,2019-04-22,Unplaced
2734,Nancy Garcia,Female,1952-10-17,IBM Back-end JavaScript Developer Professional Certificate,2734,39521.4156168289,financial_aid,2020-09-17,Ongoing
2735,Carly Johnson,Male,1983-06-14,Meta React Native Specialization,2735,3273.49906827532,financial_aid,2022-01-10,Unplaced
2736,Shannon Wood,Male,1951-01-24,Meta iOS Developer Professional Certificate,2736,28194.6000738833,financial_aid,2023-01-02,Ongoing
2737,Zachary Luna,Female,1952-08-17,Meta Android Developer Professional Certificate,2737,45984.4744514388,financial_aid,2023-04-12,Ongoing
2738,Richard Fields,Female,1964-09-25,Meta Back-End Developer Professional Certificate,2738,5397.66634748911,financial_aid,2019-03-06,Placed
2739,Katherine Smith,Female,1967-07-22,Natural Language Processing Specialization,2739,35939.4316911383,financial_aid,2021-04-06,Unplaced
2740,Cole George,Female,1996-04-30,Play It Safe: Manage Security Risks,2740,6200.69552987399,financial_aid,2021-07-17,Ongoing
2741,Nancy Velasquez,Male,1948-05-27,Prompt Engineering for ChatGPT,2741,16011.7793502499,financial_aid,2019-09-08,Ongoing
2742,Dana Moody,Female,1994-01-11,Ask Questions to Make Data-Driven Decisions,2742,8161.20102392284,financial_aid,2019-11-29,Ongoing
2743,Melinda Curtis,Female,1986-06-05,Graphic Design Specialization,2743,16188.8375228927,financial_aid,2022-11-29,Ongoing
2744,Tabitha Jenkins,Male,1983-01-05,IBM Introduction to Machine Learning Specialization,2744,11901.5897460956,financial_aid,2022-08-20,Unplaced
2745,Jacqueline Mejia,Male,1950-03-10,Advanced Learning Algorithms,2745,15380.1343732846,financial_aid,2021-06-20,Ongoing
2746,Susan Dunlap,Female,1946-03-05,Connect and Protect: Networks and Network Security,2746,29806.8919479534,financial_aid,2019-12-03,Placed
2747,Lisa Beck,Female,1991-07-21,Neural Networks and Deep Learning,2747,46700.0356098036,regular,2020-12-26,Unplaced
2748,Billy Ross,Female,1974-02-26,Digital Product Management Specialization,2748,37780.6935982816,regular,2022-04-29,Unplaced
2749,Belinda Combs,Female,1945-06-27,"JavaScript Programming with React, Node & MongoDB Specialization",2749,16219.5840119116,financial_aid,2022-07-31,Ongoing
2750,Connor Chen,Female,2002-09-21,Ciberseguridad de Google Professional Certificate,2750,8442.24521312271,regular,2022-11-18,Placed
2751,Bradley Fisher,Male,1954-08-07,Construction Management Specialization,2751,42220.4784097699,financial_aid,2022-06-10,Ongoing
2752,Sara Berry,Female,1986-07-09,Prepare Data for Exploration,2752,18293.2250413884,regular,2021-11-22,Ongoing
2753,Lisa Thompson,Female,1952-09-08,Introduction to Psychology ,2753,22506.3274698884,financial_aid,2023-09-03,Placed
2754,David Myers,Male,1946-02-27,Tools of the Trade: Linux and SQL,2754,27335.91992123,regular,2019-05-02,Unplaced
2755,Mary Daniels,Male,2000-05-22,Introduction to Programming with Python and Java Specialization,2755,2517.45046308374,financial_aid,2020-12-23,Unplaced
2756,Kimberly Matthews,Female,1943-06-19,Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate,2756,45402.9974971763,financial_aid,2019-01-11,Ongoing
2757,Robert Navarro,Female,1953-01-29,DevOps on AWS Specialization,2757,22476.7417594523,financial_aid,2020-11-22,Ongoing
2758,Danielle Schultz,Female,1970-04-17,"Data Engineering, Big Data, and Machine Learning on GCP Specialization",2758,22918.0911148914,financial_aid,2019-12-24,Ongoing
2760,Kevin Harris,Female,1973-03-31,AI Product Management Specialization,2760,29395.4181185664,financial_aid,2021-09-03,Ongoing
2761,Steven Moody,Female,1960-06-30,Process Data from Dirty to Clean,2761,13838.9882368612,regular,2022-11-04,Unplaced
2762,Robert Dillon,Male,1936-12-05,"NoSQL, Big Data, and Spark Foundations Specialization",2762,47399.4576051428,financial_aid,2022-06-09,Placed
2763,Rhonda Sherman,Female,1980-03-23,OKR Certification: Leadership and Goal Setting,2763,49003.4690492837,financial_aid,2022-12-09,Unplaced
2764,Cynthia Wagner,Female,1994-02-23,Crash Course on Python,2764,33718.9655653841,regular,2022-01-24,Ongoing
2765,Tammy Marshall,Male,1977-09-23,"Unsupervised Learning, Recommenders, Reinforcement Learning",2765,28229.1520816849,regular,2023-04-07,Unplaced
2766,Benjamin Anderson,Male,1945-10-21,Programming for Everybody (Getting Started with Python),2766,24297.3498442836,regular,2019-03-09,Unplaced
2767,Colleen Boyd,Male,1972-05-16,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",2767,39336.787606014,regular,2022-01-06,Placed
2768,Stephanie Sellers,Female,1981-10-13,"Assets, Threats, and Vulnerabilities",2768,12470.1045418817,regular,2023-03-21,Ongoing
2769,Frank Conner,Male,1973-02-15,Microsoft Azure Fundamentals AZ-900 Exam Prep Specialization,2769,1333.18946406534,regular,2019-06-26,Placed
2770,Vanessa Little,Female,1938-02-12,Analyze Data to Answer Questions,2770,33872.4927682065,financial_aid,2020-09-09,Unplaced
2771,Daniel Rice,Male,1949-07-17,Generative Adversarial Networks (GANs) Specialization,2771,13891.4297637076,financial_aid,2022-11-19,Ongoing
2772,Jordan Smith,Male,1977-06-30,TensorFlow: Advanced Techniques Specialization,2772,38436.5015698479,financial_aid,2018-11-09,Unplaced
2773,Maria Mccarthy,Female,1976-04-29,Achieving Personal and Professional Success Specialization,2773,34070.1528876102,financial_aid,2020-10-21,Placed
2774,Edwin Bailey,Female,1968-01-13,UI / UX Design Specialization,2774,1797.89554980388,financial_aid,2019-09-02,Placed
2775,Michael Miranda,Male,1950-02-05,Entrepreneurship: Growing Your Business Specialization,2775,49611.0027580196,regular,2019-02-13,Ongoing
2776,Danielle Smith,Female,1994-07-07,Stanford Introduction to Food and Health,2776,42331.9183014402,financial_aid,2019-03-10,Unplaced
2777,Lori Brown,Female,1951-10-25,Agile Development Specialization,2777,37053.1991936142,financial_aid,2022-04-07,Ongoing
2778,Ashley Clark,Female,1963-12-29,Google Project Management Professional Certificate,2778,36351.9273845736,regular,2021-08-07,Ongoing
2779,Kenneth Little,Female,1962-07-03,AI for Medicine Specialization,2779,16567.2335259526,financial_aid,2019-10-04,Unplaced
2780,Barbara Ibarra,Female,1962-08-17,Geographic Information Systems  (GIS) Specialization,2780,30202.0621075469,financial_aid,2022-06-03,Unplaced
2781,Rebecca Collins,Male,1953-11-30,Cybersécurité Google,2781,33626.7401582045,financial_aid,2023-10-12,Placed
2782,Tammy King,Female,1932-04-25,Overcoming Dyslexia,2782,3966.21216311759,financial_aid,2019-06-05,Unplaced
2783,Brian Acosta,Female,1990-09-04,Java Programming and Software Engineering Fundamentals Specialization,2783,5342.10725575026,financial_aid,2022-01-30,Unplaced
2784,Alexandra Davidson,Female,1983-03-04,Machine Learning with Python,2784,36815.5283193881,financial_aid,2022-07-25,Unplaced
2785,Robert Williams,Female,1991-02-21,Google Professional Workspace Administrator Professional Certificate,2785,47964.5711229067,regular,2020-03-10,Ongoing
2786,Nathan Cain,Female,1936-10-30,Introduction to Machine Learning in Production,2786,37411.4589610047,financial_aid,2021-10-27,Placed
2787,Brittany Snyder,Female,1964-09-16,Sound the Alarm: Detection and Response,2787,43465.7415969958,regular,2019-03-29,Ongoing
2788,Alyssa Levine,Male,1982-04-21,IBM Mainframe Developer Professional Certificate,2788,32981.5155571236,financial_aid,2022-04-10,Placed
2789,Zachary Turner,Female,1980-01-07,Share Data Through the Art of Visualization,2789,9245.53802992965,regular,2020-08-29,Ongoing
2790,Robert Ali,Female,1963-10-05,Navigating Generative AI: A CEO Playbook,2790,5105.85325604275,financial_aid,2023-07-16,Unplaced
2791,Dana Zavala DDS,Male,1986-10-07,Generative AI: Introduction and Applications,2791,47869.5381409966,financial_aid,2020-07-10,Ongoing
2792,Jeremiah Lawrence,Female,1944-03-07,AI for Good Specialization,2792,9343.70818105842,regular,2022-04-17,Placed
2793,Veronica Morris,Male,1948-02-06,Convolutional Neural Networks,2793,39161.0473362489,regular,2021-03-13,Unplaced
2794,Luis Aguilar,Male,1947-08-10,Drug Development Product Management Specialization,2794,16825.7485620146,financial_aid,2019-08-26,Unplaced
2795,Kimberly Obrien,Male,1949-08-03,Machine Learning on Google Cloud Specialization,2795,10274.2869162306,financial_aid,2021-10-01,Unplaced
2796,Tamara Gomez,Female,1967-11-11,Preparing  Data for Analysis with Microsoft Excel,2796,17191.6655388966,financial_aid,2018-11-25,Placed
2797,Jessica Martinez,Female,1957-10-11,Structuring Machine Learning Projects,2797,8736.10758672182,financial_aid,2023-05-15,Ongoing
2798,Lisa Ferguson,Female,1947-10-07,Cybersecurity for Everyone,2798,19213.0505311115,regular,2022-08-30,Placed
2799,Elizabeth Bryant,Female,1987-10-30,Google Data Analytics Professional Certificate,2799,45405.4561503627,financial_aid,2020-11-01,Placed
2800,Todd Hernandez,Female,1992-09-21,Soporte de Tecnologías de la Información de Google Professional Certificate,2800,24065.963920606,financial_aid,2020-09-28,Unplaced
2801,Eric Owens,Male,1940-07-17,MATLAB Programming for Engineers and Scientists Specialization,2801,12117.9047377903,financial_aid,2022-05-08,Unplaced
2802,Jeffrey Downs,Female,1976-09-29,Sequence Models,2802,22918.0815728433,financial_aid,2022-03-25,Unplaced
2803,Frank Bird,Male,1967-02-20,Google データアナリティクス Professional Certificate,2803,1280.55330337947,regular,2023-04-28,Placed
2804,Sheri Gray,Female,2002-08-17,Automate Cybersecurity Tasks with Python,2804,41518.7343507618,regular,2020-03-09,Ongoing
2805,Jennifer Gilmore,Male,1989-01-10,Natural Language Processing with Classification and Vector Spaces,2805,3184.19795656295,financial_aid,2021-03-13,Unplaced
2806,Daniel Wilkins,Female,1998-07-15,GPT Vision: Seeing the World through Generative AI,2806,19444.7047412996,financial_aid,2021-03-22,Ongoing
2807,Jennifer Jackson,Female,1943-11-27,FPGA Design for Embedded Systems Specialization,2807,19453.2644385873,financial_aid,2020-10-09,Placed
2808,Thomas Kelly,Male,1963-04-26,Self-Driving Cars Specialization,2808,47142.3325095891,financial_aid,2023-01-18,Placed
2809,Jason Ortiz,Male,1944-12-01,Google Data Analytics Capstone: Complete a Case Study,2809,16045.514403997,financial_aid,2019-10-20,Unplaced
2810,Amy Taylor DDS,Female,1978-02-01,"Effective Communication: Writing, Design, and Presentation Specialization",2810,31303.7751917657,financial_aid,2022-05-18,Ongoing
2811,Paula Anderson,Female,1954-11-05,Google UX Design Professional Certificate,2811,13380.8201227572,financial_aid,2021-08-14,Unplaced
2812,Andrea Taylor,Male,1947-07-17,Game Theory,2812,46252.6020118132,financial_aid,2020-05-29,Ongoing
2813,Caleb Flores,Female,1998-05-19,Introduction to Discrete Mathematics for Computer Science Specialization,2813,39677.6488655329,regular,2022-06-23,Unplaced
2815,Richard Kelly,Female,1993-10-08,Coding for Everyone: C and C++ Specialization,2815,35353.5540713273,regular,2019-12-02,Unplaced
2817,Eric Williams,Female,1954-02-04,Anatomy Specialization,2817,42439.5828314285,regular,2021-01-19,Unplaced
2818,Shannon Martinez,Female,1968-07-23,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",2818,19534.9889899937,financial_aid,2021-12-04,Placed
2819,Sandra Jones,Male,1934-06-27,Understanding the Brain: The Neurobiology of Everyday Life,2819,19292.7122417867,regular,2019-03-23,Ongoing
2821,Mrs. Tracie Solis,Female,1990-05-21,Machine Learning for Trading Specialization,2821,40323.7726081634,regular,2020-02-27,Ongoing
2822,Ashley Elliott,Female,1993-10-29,Software Design and Architecture Specialization,2822,37382.5809968785,regular,2021-09-27,Placed
2823,Stephen Preston,Female,1958-04-24,IBM z/OS Mainframe Practitioner Professional Certificate,2823,3943.21402656052,regular,2023-01-20,Unplaced
2824,Jodi Pope,Female,1933-10-14,Six Sigma Green Belt Specialization,2824,6196.06882368655,regular,2019-01-03,Unplaced
2825,Carlos Bush,Female,1933-11-04,Culture-Driven Team Building Specialization,2825,46162.2325408888,financial_aid,2020-07-29,Ongoing
2826,Anita Oconnor,Male,1954-09-03,Data Management for Clinical Research,2826,36618.1205993492,financial_aid,2019-04-16,Unplaced
2827,Tammy Elliott,Female,1939-01-06,Put It to Work: Prepare for Cybersecurity Jobs,2827,35048.373020686,financial_aid,2020-02-14,Unplaced
2828,Beverly Hansen,Female,1954-09-03,Conduct UX Research and Test Early Concepts,2828,2437.04766719042,financial_aid,2022-05-22,Ongoing
2829,Nancy Harper,Female,1931-02-24,Data Visualization and Dashboards with Excel and Cognos,2829,16773.7263350594,regular,2021-04-26,Unplaced
2830,John Hayes,Male,1963-12-25,Introduction to Calculus,2830,3750.38725617831,regular,2022-08-16,Unplaced
2831,Nicole Miller,Male,1942-05-15,Business Data Management and Communication Specialization,2831,33030.1017277542,financial_aid,2021-11-09,Unplaced
2832,Lindsay Dominguez,Female,1983-11-25,Salesforce Sales Development Representative Professional Certificate,2832,7097.1492767954,financial_aid,2021-12-12,Placed
2833,Loretta Long,Male,1996-05-15,Managing Emotions in Times of Uncertainty & Stress,2833,17078.6780644169,financial_aid,2021-07-23,Placed
2834,Charles Fields,Female,1972-03-23,Object Oriented Programming in Java Specialization,2834,18488.7908189031,financial_aid,2022-12-30,Placed
2835,Kelly Hill,Male,1956-07-23,Real-World Product Management Specialization,2835,43694.5926207015,financial_aid,2020-12-01,Placed
2836,Amy James,Male,1996-05-28,Renewable Energy Specialization,2836,11996.3547464978,regular,2023-05-15,Ongoing
2837,Kenneth Brown,Female,1945-08-03,Statistical Analysis with R for Public Health Specialization,2837,29311.2315718447,financial_aid,2021-04-25,Unplaced
2838,Samantha Murphy,Male,1932-02-07,Software Architecture for Big Data Specialization,2838,44225.2198704101,regular,2019-06-29,Unplaced
2839,Kelli Harris,Male,1980-06-15,Google UX Design (PT) Professional Certificate,2839,8241.93939205041,regular,2020-02-14,Ongoing
2840,Alexander Howard PhD,Male,1970-07-28,Algorithms for Battery Management Systems Specialization,2840,47901.3316383337,regular,2020-02-21,Ongoing
2841,Angela Mcgee,Female,1934-03-30,Medical Neuroscience,2841,23997.4051264398,financial_aid,2023-05-05,Unplaced
2842,Megan Gallegos,Female,1957-04-05,Python Data Structures,2842,13121.0318088028,financial_aid,2023-08-17,Ongoing
2843,Brent Rodriguez,Male,1946-10-24,Business Statistics and Analysis Specialization,2843,16828.6060406219,financial_aid,2022-04-18,Placed
2844,Diana Sanchez,Male,1959-09-03,Trustworthy Generative AI,2844,34992.7027271454,financial_aid,2018-11-16,Ongoing
2845,Lawrence Collins,Female,1940-03-05,Child Nutrition and Cooking,2845,11818.7189090602,financial_aid,2022-12-23,Unplaced
2846,Jay Smith,Female,1942-04-09,Everyday Excel Specialization,2846,27985.7091463917,financial_aid,2021-11-29,Unplaced
2847,Emily Bright,Female,1996-06-25,Robotics Specialization,2847,3487.92518365063,regular,2021-02-02,Unplaced
2848,Luke Baker DDS,Male,1947-12-06,International Humanitarian Law in Theory and Practice ,2848,16729.6187237821,financial_aid,2021-06-14,Unplaced
2849,Jerry Ochoa,Male,1981-02-19,Business English Communication Skills Specialization,2849,36780.6986351906,financial_aid,2023-10-27,Ongoing
2850,Lisa Raymond,Female,1943-03-31,Reducing Gun Violence in America: Evidence for Change,2850,24137.8009528154,regular,2021-06-08,Ongoing
2851,Angela Smith,Male,1951-03-30,Machine Learning Data Lifecycle in Production ,2851,35069.3899455007,financial_aid,2022-02-18,Placed
2852,Dana Rhodes,Male,1959-11-05,Health Informatics Specialization,2852,42792.8032617199,regular,2022-12-10,Ongoing
2853,Jeremy Jones DDS,Male,1993-06-16,Marketing Strategy Specialization,2853,16508.9189469642,financial_aid,2020-01-18,Unplaced
2854,John Lewis,Male,1995-10-09,Blockchain Specialization,2854,24310.9319650281,regular,2022-05-05,Ongoing
2855,John Smith,Female,1951-11-20,Microsoft Windows Defender and Firewall for Beginners,2855,42424.7555111887,financial_aid,2021-01-12,Placed
2856,Elizabeth Reilly,Male,1991-04-22,Programming with JavaScript,2856,21512.8504555352,financial_aid,2018-12-06,Placed
2857,Lisa Mann,Female,1945-03-05,AI & Law ,2857,2325.24055434167,financial_aid,2023-03-28,Unplaced
2858,Sylvia Grimes,Male,1999-10-02,Healthcare IT Support Specialization,2858,10898.8795441988,regular,2019-08-22,Unplaced
2859,Elizabeth Martin,Female,1992-04-05,Programming with Google Go Specialization,2859,29788.2093605411,financial_aid,2019-04-22,Ongoing
2860,Brian Rodriguez,Female,2002-10-15,Science of Exercise,2860,10950.7481805576,regular,2023-10-12,Placed
2861,Richard Hammond,Male,1997-12-12,Data Visualization with Python,2861,10939.2590600259,financial_aid,2019-12-05,Unplaced
2862,Michael Thomas,Female,1970-08-07,Software Testing and Automation Specialization,2862,5517.2145815729,financial_aid,2023-10-20,Unplaced
2863,Rebecca Sexton,Female,1995-01-24,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),2863,22315.0343732199,financial_aid,2021-09-15,Placed
2864,Danielle Shannon,Female,1973-12-13,An Introduction to Programming the Internet of Things (IOT) Specialization,2864,8753.97187000503,regular,2023-02-27,Ongoing
2865,Jon Schultz,Male,1936-07-13,Blockchain Revolution Specialization,2865,34523.1290068598,financial_aid,2021-02-17,Ongoing
2866,Lauren Morales,Female,1969-03-05,Excel/VBA for Creative Problem Solving Specialization,2866,42709.3555996371,financial_aid,2018-10-30,Placed
2867,Randall Baker,Female,1986-07-18,Digital Product Management: Modern Fundamentals,2867,40510.2908383501,financial_aid,2021-08-09,Unplaced
2868,Gerald Rodriguez,Female,1931-11-03,"Introduction to Web Development with HTML, CSS, JavaScript",2868,21561.3462354084,financial_aid,2023-10-26,Placed
2869,Laurie Lamb,Female,1930-06-13,Power Electronics Specialization,2869,18949.3700918542,regular,2022-04-09,Placed
2870,Amanda Williams,Female,1953-09-13,Industrial Biotechnology,2870,16753.2632981413,regular,2022-12-11,Placed
2871,Jeffery Johnson,Female,1960-10-04,CAD and Digital Manufacturing Specialization,2871,45524.1163714961,financial_aid,2019-10-06,Placed
2872,Daniel Decker,Male,1987-06-07,Biostatistics in Public Health  Specialization,2872,27643.3512608592,financial_aid,2021-01-05,Unplaced
2873,Molly Mitchell,Female,1943-02-17,Professional Skills for the Workplace Specialization,2873,37092.6680218511,financial_aid,2022-10-10,Placed
2874,Robert Conley,Male,1959-02-12,Cybersecurity Attack and Defense Fundamentals Specialization,2874,17588.8625547854,financial_aid,2021-04-05,Unplaced
2875,Megan Rogers,Male,1943-02-20,Sports Performance Analytics Specialization,2875,19985.102277601,financial_aid,2020-03-26,Unplaced
2876,Adam Cooper,Female,1991-05-21,Exploratory Data Analysis for Machine Learning,2876,24291.2759111183,regular,2023-08-02,Placed
2877,Crystal Lang,Female,1981-04-22,Building AI Powered Chatbots Without Programming,2877,28287.5861540727,regular,2022-04-09,Placed
2878,Charles Fowler,Male,1990-12-23,Learn to Program: The Fundamentals,2878,42314.3838392142,financial_aid,2020-06-23,Ongoing
2879,Jonathan Lynch,Female,1996-08-27,Machine Learning Foundations for Product Managers,2879,10535.2905116839,financial_aid,2021-03-13,Unplaced
2880,Jessica Sanchez,Male,1959-06-07,Introduction to Clinical Data,2880,22770.9629943829,financial_aid,2019-12-31,Ongoing
2881,Valerie Simpson,Female,1945-12-15,Six Sigma Black Belt Specialization,2881,10428.6568299888,financial_aid,2023-04-21,Ongoing
2883,Ricky Mccarthy,Female,1998-10-12,Introductory C Programming Specialization,2883,36414.6073984036,regular,2021-03-28,Unplaced
2884,Greg Kane,Female,1942-12-03,Global Diplomacy – Diplomacy in the Modern World,2884,25225.3702495288,financial_aid,2022-09-06,Ongoing
2885,Linda Curtis,Female,1931-08-17,Microsoft Azure Developer Associate (AZ-204) Professional Certificate,2885,36337.2292593367,regular,2020-05-03,Ongoing
2886,Jay Walker,Male,1988-02-09,Object Oriented Programming Specialization,2886,16890.8980641716,regular,2019-02-23,Ongoing
2887,Timothy Gillespie,Female,1950-03-31,Miracles of Human Language: An Introduction to Linguistics,2887,22940.5323213475,financial_aid,2019-02-07,Placed
2888,Danielle Williams,Male,1968-06-26,Core Java Specialization,2888,44172.5820646309,regular,2022-11-22,Placed
2889,Dalton Brooks,Female,2001-04-13,Object-Oriented Data Structures in C++,2889,34261.4300417346,financial_aid,2020-01-14,Ongoing
2890,Barbara Sanders,Male,1984-06-03,Introduction to Mathematical Thinking,2890,45874.6331304044,financial_aid,2020-04-03,Unplaced
2891,Wayne Wallace,Female,1991-09-26,Convolutional Neural Networks in TensorFlow,2891,18203.3669087046,financial_aid,2022-07-08,Unplaced
2892,Matthew Ramirez Jr.,Female,1959-02-14,Mathematics for Engineers Specialization,2892,33971.0832856639,financial_aid,2023-06-29,Placed
2893,Victoria Moore,Female,1982-03-05,Learning Linux for LFCA Certification Specialization,2893,48520.1328039215,regular,2021-06-17,Placed
